ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה בתוקף לשנה,היתר קרינה,עוצמת הקרינה,תוצאה מירבית ב% ביחס לסף הבריאות,תאור נקודה בה התקבלה תוצאה מירבית,קובץ הקמה,קובץ הפעלה,area
5654,פי.אייץ`.איי. נטוורקס,WI0394B,רמת גן,החילזון 6,עירית רמת גן,רמת גן,181688,665992,אתר זעיר פנימי,13/02/2017,25/04/2017,25/02/2019,יש היתר,14.762,2.894,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0394B_20170213_1022.pdf,http://documents.sviva.gov.il/B002_1_WI0394B_20170425_1617.pdf,
5655,פי.אייץ`.איי. נטוורקס,WI0397A,שפיים,מתחם בנק הפועלים בשפיים,מ.א חוף השרון,שפיים,183341,680338,אתר זעיר פנימי,2015-09-02 00:00:00,24/11/2019,14/11/2019,יש היתר,1.629,0.163,במפלס הרצפה מול אנטנה כלל כיווינת במרחק 0.5 מטר ממנה.,http://documents.sviva.gov.il/B001_1_WI0397A_20150209_1313.pdf,http://documents.sviva.gov.il/B002_1_WI0397A_20191124_1626.pdf,
5656,פי.אייץ`.איי. נטוורקס,WI0444A,לוד,"טרמינל 3  נתב""ג 2000",עירית לוד,נמל תעופה בן גוריון,188107,656706,אתר זעיר פנימי,2013-01-12 00:00:00,16/09/2018,23/07/2019,יש היתר,36.245,5.867,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0444A_20131201_1125.pdf,http://documents.sviva.gov.il/B002_1_WI0444A_20180916_0834.pdf,
5657,פי.אייץ`.איי. נטוורקס,WI0455B,תל אביביפו,דרויאנוב 5,עירית תל אביביפו,תל אביב יפו,178642,664998,אתר זעיר פנימי,25/12/2019,24/02/2020,24/02/2020,יש היתר,19.379,3.916,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0455B_20191225_0744.pdf,http://documents.sviva.gov.il/B002_1_WI0455B_20200224_1152.pdf,
5658,פי.אייץ`.איי. נטוורקס,WI0461A,לוד,הנגב 2 א.ת. אירופורט סיטי,עירית לוד,קרית שדה התעופה,191747,654853,אתר זעיר פנימי,2018-08-01 00:00:00,2018-11-03 00:00:00,22/12/2019,יש היתר,36.127,7.489,הרצפה מול אנטנה כלל כיוונית במרחק 0.6 מטר,http://documents.sviva.gov.il/B001_1_WI0461A_20180108_0827.pdf,http://documents.sviva.gov.il/B002_1_WI0461A_20180311_0841.pdf,
5660,פי.אייץ`.איי. נטוורקס,WI0595A,פתחתקווה,"בזל 5 פ""ת",עירית פתח תקווה,פתח תקווה,187560,667123,אתר זעיר פנימי,16/10/2012,2016-01-11 00:00:00,2019-06-06 00:00:00,יש היתר,58.725,6.127,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0595A_20121016_0953.pdf,http://documents.sviva.gov.il/B002_1_WI0595A_20161101_1422.pdf,
5661,פי.אייץ`.איי. נטוורקס,WI0599A,חולון,חב` אורד רח` המשביר 4,עירית חולון,חולון,181305,658086,אתר זעיר פנימי,19/08/2009,2016-10-02 00:00:00,2019-04-09 00:00:00,יש היתר,20.1,3.81,פנימי,,http://documents.sviva.gov.il/B002_1_WI0599A_20160210_1026.pdf,
5662,פי.אייץ`.איי. נטוורקס,WI0609B,מודיעין עילית,בנאי 7,מ.מקומית מודיעין,מודיעין מכבים רעות,196270,643462,אתר זעיר פנימי,29/01/2013,21/11/2018,2019-06-10 00:00:00,יש היתר,59.301,6.099,מפלס הקרקע,http://documents.sviva.gov.il/B001_1_WI0609B_20130129_1010.pdf,http://documents.sviva.gov.il/B002_1_WI0609B_20181121_1333.pdf,
5663,פי.אייץ`.איי. נטוורקס,WI0616A,פתחתקווה,בזל 16,עירית פתח תקווה,פתח תקווה,187750,667100,אתר זעיר פנימי,23/05/2013,2018-12-07 00:00:00,2019-06-06 00:00:00,יש היתר,33.826,6.915,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0616A_20130523_0920.pdf,http://documents.sviva.gov.il/B002_1_WI0616A_20180712_1023.pdf,
5664,פי.אייץ`.איי. נטוורקס,WI0627C,שוהם,א.ת. חבל מודיעין,מ.מקומית שוהם,פארק תעשיות חבל מודיעין,196695,657291,אתר זעיר פנימי,2012-01-07 00:00:00,2017-06-06 00:00:00,20/03/2019,יש היתר,33.056,6.264,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0627C_20120701_1347.pdf,http://documents.sviva.gov.il/B002_1_WI0627C_20130129_1349.pdf,
5665,פי.אייץ`.איי. נטוורקס,WI0631A,מודיעין,קניון עזריאלי מודיעין,מ.מקומית מודיעין,מודיעין מכבים רעות,200965,645177,אתר זעיר פנימי,21/09/2015,2017-05-06 00:00:00,2019-04-02 00:00:00,יש היתר,46.077,6.947,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר ממנה.,http://documents.sviva.gov.il/B001_1_WI0631A_20150921_1942.pdf,http://documents.sviva.gov.il/B002_1_WI0631A_20151104_0919.pdf,
5666,פי.אייץ`.איי. נטוורקס,WI0632A,תל אביביפו,"רחוב אחוזת בית 2 ת""א",עירית תל אביביפו,תל אביב יפו,178470,663580,אתר זעיר פנימי,2015-05-03 00:00:00,17/05/2018,15/04/2019,יש היתר,32.712,5.922,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0632A_20150305_0914.pdf,http://documents.sviva.gov.il/B002_1_WI0632A_20180517_1108.pdf,
5667,פי.אייץ`.איי. נטוורקס,WI0650A,הוד השרון,נווה נאמן  החרש 4,עירית הוד השרון,הוד השרון,190409,671249,אתר זעיר פנימי,2015-06-01 00:00:00,2018-03-12 00:00:00,2019-07-10 00:00:00,יש היתר,20.275,4.062,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0650A_20150106_1454.pdf,http://documents.sviva.gov.il/B002_1_WI0650A_20181203_1822.pdf,
5668,פי.אייץ`.איי. נטוורקס,WI0651A,תל אביביפו,הנחושת 4 הברזל 27,עירית תל אביביפו,תל אביב יפו,185100,668550,אתר זעיר פנימי,28/06/2016,2016-11-08 00:00:00,26/05/2019,יש היתר,5.278,1.047,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 1 מטר,http://documents.sviva.gov.il/B001_1_WI0651A_20160714_0849.pdf,http://documents.sviva.gov.il/B002_1_WI0651A_20160811_0726.pdf,
5669,פי.אייץ`.איי. נטוורקס,WI0652A,תל אביביפו,"רח` הברזל רמת החי""ל",עירית תל אביביפו,תל אביב יפו,184957,668367,אתר זעיר פנימי,2019-02-10 00:00:00,17/10/2017,2019-05-05 00:00:00,יש היתר,25.104,5.096,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0652A_20191002_2033.pdf,http://documents.sviva.gov.il/B002_1_WI0652A_20150209_1343.pdf,
5670,פי.אייץ`.איי. נטוורקס,WI0653A,מודיעין,תחנת רכבת מודיעין מרכז  (מנהרת 400),מ.מקומית מודיעין,מודיעין מכבים רעות,200423,645395,אתר זעיר פנימי,14/10/2018,24/12/2018,2019-07-11 00:00:00,יש היתר,22.443,7.464,במפלס הרצפה מול אנטנת פנל במרחק 0.6 מטר,http://documents.sviva.gov.il/B001_1_WI0653A_20181014_1803.pdf,http://documents.sviva.gov.il/B002_1_WI0653A_20181224_0920.pdf,120024
5671,פי.אייץ`.איי. נטוורקס,WI0654A,תל אביביפו,יהודה הלוי 20242526,עירית תל אביביפו,תל אביב יפו,178470,663240,אתר זעיר פנימי,2017-10-01 00:00:00,25/04/2017,26/02/2019,יש היתר,17.636,3.466,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0654A_20170110_1037.pdf,http://documents.sviva.gov.il/B002_1_WI0654A_20170425_1617.pdf,
5672,פי.אייץ`.איי. נטוורקס,WI0656A,ראשון לציון,ההגנה 25 מפעל כרמית,עירית ראשון לציון,ראשון לציון,177336,655240,אתר זעיר פנימי,29/12/2011,14/09/2016,22/05/2019,יש היתר,37.043,6.913,מפלס הרצפה,,http://documents.sviva.gov.il/B002_1_WI0656A_20160914_0858.pdf,
5673,פי.אייץ`.איי. נטוורקס,WI0657A,רמת גן,מנחם בגין 13,עירית רמת גן,רמת גן,181300,665970,אתר זעיר פנימי,2016-09-05 00:00:00,26/12/2016,24/10/2019,יש היתר,14.166,2.89,מול אנטנה כלל כיוונית במרחק 0.7 מטר,http://documents.sviva.gov.il/B001_1_WI0657A_20160807_1516.pdf,http://documents.sviva.gov.il/B002_1_WI0657A_20161226_0943.pdf,
5674,פי.אייץ`.איי. נטוורקס,WI0661B,רמת גן,אבא הלל 12 רמת גן,עירית רמת גן,רמת גן,181661,665776,אתר זעיר פנימי,2015-03-08 00:00:00,20/01/2019,2019-11-09 00:00:00,יש היתר,16.282,3.304,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.6 מטר ממנה.,http://documents.sviva.gov.il/B001_1_WI0661B_20150803_0835.pdf,http://documents.sviva.gov.il/B002_1_WI0661B_20190120_1117.pdf,8600125
5675,פי.אייץ`.איי. נטוורקס,WI0664A,תל אביביפו,רח. פינקס 6266,עירית תל אביביפו,תל אביב יפו,180633,666489,אתר זעיר פנימי,2017-02-03 00:00:00,28/06/2018,2019-12-05 00:00:00,יש היתר,30.301,6.164,מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0664A_20170302_1106.pdf,http://documents.sviva.gov.il/B002_1_WI0664A_20180628_1725.pdf,5000423
5676,פי.אייץ`.איי. נטוורקס,WI0667A,רמת גן,אבא הילל 10 12 16,עירית רמת גן,רמת גן,181740,665806,אתר זעיר פנימי,2018-02-12 00:00:00,25/12/2016,30/06/2019,יש היתר,19.447,3.876,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0667A_20181202_1439.pdf,http://documents.sviva.gov.il/B002_1_WI0667A_20161225_0905.pdf,8600125
5677,פי.אייץ`.איי. נטוורקס,WI0679B,תל אביביפו,רח` הוברמן 1  רח` דיזנגוף 10,עירית תל אביביפו,תל אביב יפו,179366,664558,אתר זעיר פנימי,15/08/2017,17/10/2017,2019-03-07 00:00:00,יש היתר,26.423,5.343,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0679B_20150316_1022.pdf,http://documents.sviva.gov.il/B002_1_WI0679B_20160112_1110.pdf,5000345
5679,פי.אייץ`.איי. נטוורקס,WI0689B,לוד,צד קרקעי של מתחם אל על,עירית לוד,נמל תעופה בן גוריון,190127,655529,אתר זעיר פנימי,13/05/2012,30/01/2017,26/11/2019,יש היתר,39.023,6.549,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0689B_20120513_0915.pdf,http://documents.sviva.gov.il/B002_1_WI0689B_20170130_1505.pdf,
5680,פי.אייץ`.איי. נטוורקס,WI0699B,מודיעין,הגנן,מ.מקומית מודיעין,מודיעין מכבים רעות,196348,643216,אתר זעיר פנימי,2012-06-05 00:00:00,2016-03-05 00:00:00,23/10/2019,יש היתר,44.583,4.546,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0699B_20120506_1358.pdf,http://documents.sviva.gov.il/B002_1_WI0699B_20160713_1753.pdf,
5681,פי.אייץ`.איי. נטוורקס,WI0702B,תל אביביפו,הארבעה 32,עירית תל אביביפו,תל אביב יפו,180037,664175,אתר זעיר פנימי,16/11/2017,2018-09-05 00:00:00,2019-08-04 00:00:00,יש היתר,17.533,3.454,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0702B_20171116_1336.pdf,http://documents.sviva.gov.il/B002_1_WI0702B_20180509_1441.pdf,
5682,פי.אייץ`.איי. נטוורקס,WI0703A,תל אביביפו,הנחושת 8,עירית תל אביביפו,תל אביב יפו,184951,668602,אתר זעיר פנימי,24/09/2008,2017-04-01 00:00:00,2019-07-10 00:00:00,יש היתר,26.6,2.66,מפלס הקרקע,,http://documents.sviva.gov.il/B002_1_WI0703A_20170104_0835.pdf,
5683,פי.אייץ`.איי. נטוורקס,WI0704A,תל אביביפו,רח יהודה הלוי 62,עירית תל אביביפו,תל אביב יפו,179013,663387,אתר זעיר פנימי,2009-01-01 00:00:00,2018-12-08 00:00:00,2019-04-08 00:00:00,יש היתר,7.2,0.72,מפלס הקרקע,,http://documents.sviva.gov.il/B002_1_WI0704A_20180812_0850.pdf,
5684,פי.אייץ`.איי. נטוורקס,WI0712A,פתחתקווה,טבע  בזל 12,עירית פתח תקווה,פתח תקווה,187696,667187,אתר זעיר פנימי,13/06/2013,2018-08-07 00:00:00,2019-06-06 00:00:00,יש היתר,35.936,6.049,במפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0712A_20130616_0742.pdf,http://documents.sviva.gov.il/B002_1_WI0712A_20180708_1735.pdf,
5685,פי.אייץ`.איי. נטוורקס,WI0713B,תל אביביפו,רוטשילד 13  אחד העם 14,עירית תל אביביפו,תל אביב יפו,178337,663408,אתר זעיר פנימי,2019-03-06 00:00:00,17/12/2019,2019-01-12 00:00:00,יש היתר,9.566,1.812,אנטנה כלל כיוונית במרחק 0.5 מטר מ,http://documents.sviva.gov.il/B001_1_WI0713B_20190603_1128.pdf,http://documents.sviva.gov.il/B002_1_WI0713B_20191217_1737.pdf,
5686,פי.אייץ`.איי. נטוורקס,WI0715A,תל אביביפו,קלאוזנר 16,עירית תל אביביפו,תל אביב יפו,182028,669306,אתר זעיר פנימי,17/12/2014,2019-12-06 00:00:00,2019-02-06 00:00:00,יש היתר,29.437,5.227,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0715A_20141217_1111.pdf,http://documents.sviva.gov.il/B002_1_WI0715A_20190612_0927.pdf,
5687,פי.אייץ`.איי. נטוורקס,WI0717A,ראשון לציון,"מבנה עיריית ראשל""צ",עירית ראשון לציון,ראשון לציון,181726,652237,אתר זעיר פנימי,25/09/2017,22/11/2017,2019-05-11 00:00:00,יש היתר,16.01,3.135,הבריאותי במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0717A_20120509_1356.pdf,http://documents.sviva.gov.il/B002_1_WI0717A_20171122_1330.pdf,8300121
5688,פי.אייץ`.איי. נטוורקס,WI0727A,פתחתקווה,רחוב קפלן,עירית פתח תקווה,פתח תקווה,187667,666094,אתר זעיר פנימי,14/08/2018,23/09/2019,18/09/2019,יש היתר,27.533,5.651,הרצפה מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0727A_20180814_1748.pdf,http://documents.sviva.gov.il/B002_1_WI0727A_20190923_1224.pdf,
5689,פי.אייץ`.איי. נטוורקס,WI0728C,תל אביביפו,קריית עתידים,עירית תל אביביפו,תל אביב יפו,185338,669194,אתר זעיר פנימי,27/02/2019,25/12/2019,2019-03-12 00:00:00,יש היתר,32.217,6.439,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0728C_20190227_1953.pdf,http://documents.sviva.gov.il/B002_1_WI0728C_20191225_0921.pdf,
5690,פי.אייץ`.איי. נטוורקס,WI0736C,כפר סבא,וויצמן  207,עירית כפר סבא,כפר סבא,193434,675381,אתר זעיר פנימי,25/09/2017,2018-03-06 00:00:00,2019-04-04 00:00:00,יש היתר,30.476,6.255,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,,http://documents.sviva.gov.il/B002_1_WI0736C_20180603_0914.pdf,
5691,פי.אייץ`.איי. נטוורקס,WI0737B,פתחתקווה,"רח` ז`בוטינסקי 39 פ""ת",עירית פתח תקווה,פתח תקווה,187566,666432,אתר זעיר פנימי,28/02/2018,2019-02-04 00:00:00,2020-10-02 00:00:00,יש היתר,33.57,6.59,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0737B_20180228_0922.pdf,http://documents.sviva.gov.il/B002_1_WI0737B_20190402_1226.pdf,
5692,פי.אייץ`.איי. נטוורקס,WI0744C,ראש העין,עמל 20 פארק אפק,עירית ראש העין,ראש העין,197356,667991,אתר זעיר פנימי,25/11/2012,2018-08-01 00:00:00,2019-07-10 00:00:00,יש היתר,6.701,0.732,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0744C_20121125_0929.pdf,http://documents.sviva.gov.il/B002_1_WI0744C_20180108_0835.pdf,
5693,פי.אייץ`.איי. נטוורקס,WI0746A,רעננה,זרכין 13,עירית רעננה,רעננה,189018,678412,אתר זעיר פנימי,15/02/2017,2017-04-07 00:00:00,29/04/2019,יש היתר,27.418,5.603,מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0746A_20170215_0842.pdf,http://documents.sviva.gov.il/B002_1_WI0746A_20160321_1049.pdf,
5694,פי.אייץ`.איי. נטוורקס,WI0749A,תל אביביפו,מגדל סונול  שדרות מנחם בגין,עירית תל אביביפו,תל אביב יפו,179536,663473,אתר זעיר פנימי,2016-12-01 00:00:00,19/09/2016,18/06/2019,יש היתר,27.535,5.359,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.7 מטר,http://documents.sviva.gov.il/B001_1_WI0749A_20160112_1032.pdf,http://documents.sviva.gov.il/B002_1_WI0749A_20160919_0902.pdf,
5695,פי.אייץ`.איי. נטוורקס,WI0757B,מודיעין,רח` מלאכה 121 ישפרו סנטר,מ.מקומית מודיעין,מודיעין מכבים רעות,196633,644248,אתר זעיר פנימי,20/02/2018,27/03/2018,25/02/2019,יש היתר,41.408,5.893,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0757B_20180220_0920.pdf,http://documents.sviva.gov.il/B002_1_WI0757B_20180327_0749.pdf,
5696,פי.אייץ`.איי. נטוורקס,WI0771A,תל אביביפו,שד` שאול המלך,עירית תל אביביפו,תל אביב יפו,179826,664907,אתר זעיר פנימי,22/07/2014,26/08/2019,13/08/2019,יש היתר,25.54,4.993,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0771A_20140722_1010.pdf,http://documents.sviva.gov.il/B002_1_WI0771A_20190826_1128.pdf,
5697,פי.אייץ`.איי. נטוורקס,WI0772B,רמת גן,ז`בוטינסקי 23,עירית רמת גן,רמת גן,181748,665675,אתר זעיר פנימי,18/04/2018,16/05/2018,21/04/2019,יש היתר,26.252,4.931,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0772B_20180418_0950.pdf,http://documents.sviva.gov.il/B002_1_WI0772B_20180516_0855.pdf,8600125
5698,פי.אייץ`.איי. נטוורקס,WI0785B,חולון,בפינת הרחובות פרופסור שור והנפח,עירית חולון,חולון,180790,658665,אתר זעיר פנימי,15/02/2018,2018-06-09 00:00:00,2019-10-07 00:00:00,יש היתר,26.471,5.388,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0785B_20180215_1016.pdf,http://documents.sviva.gov.il/B002_1_WI0785B_20180906_0959.pdf,
5699,פי.אייץ`.איי. נטוורקס,WI0790B,רמלה,שדרות דוד רזיאל 1,עירית רמלה,רמלה,187263,648129,אתר זעיר פנימי,30/11/2014,2020-02-01 00:00:00,2019-11-12 00:00:00,יש היתר,39.98,6.152,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0790B_20141130_0837.pdf,http://documents.sviva.gov.il/B002_1_WI0790B_20200102_1103.pdf,850042
5700,פי.אייץ`.איי. נטוורקס,WI0838A,תל אביביפו,הברזל 10,עירית תל אביביפו,תל אביב יפו,184710,668236,אתר זעיר פנימי,30/11/2014,2017-09-03 00:00:00,21/01/2019,אין היתר,19.561,3.63,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0838A_20141130_0840.pdf,http://documents.sviva.gov.il/B002_1_WI0838A_20170309_0921.pdf,
5701,פי.אייץ`.איי. נטוורקס,WI0848B,אור יהודה,רח` יוני נתניהו 3,עירית אור יהודה,אור יהודה,186510,658770,אתר זעיר פנימי,13/02/2017,2018-01-03 00:00:00,2019-03-02 00:00:00,יש היתר,25.757,5.164,מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0848B_20170213_1022.pdf,http://documents.sviva.gov.il/B002_1_WI0848B_20180301_0908.pdf,
5702,פי.אייץ`.איי. נטוורקס,WI0858C,הוד השרון,החרש 36,עירית הוד השרון,הוד השרון,190176,670953,אתר זעיר פנימי,2019-04-09 00:00:00,2020-05-02 00:00:00,2020-05-02 00:00:00,יש היתר,3.834,0.412,מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0858C_20190904_1244.pdf,http://documents.sviva.gov.il/B002_1_WI0858C_20200205_1110.pdf,
5703,פי.אייץ`.איי. נטוורקס,WI0867C,תל אביביפו,שאול המלך 22,עירית תל אביביפו,תל אביב יפו,179919,664752,אתר זעיר פנימי,24/03/2016,21/07/2016,2019-02-03 00:00:00,יש היתר,30.107,6.02,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0867C_20160324_1009.pdf,http://documents.sviva.gov.il/B002_1_WI0867C_20160721_1038.pdf,
5704,פי.אייץ`.איי. נטוורקס,WI0871C,הרצליה,אריק איינשטין,עירית הרצליה,הרצליה,182740,674461,אתר זעיר פנימי,25/06/2019,2019-12-11 00:00:00,2019-12-11 00:00:00,יש היתר,18.046,3.615,הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0871C_20190630_0924.pdf,http://documents.sviva.gov.il/B002_1_WI0871C_20191112_1242.pdf,640063
5705,פי.אייץ`.איי. נטוורקס,WI0877A,הרצליה,משכית 22,עירית הרצליה,הרצליה,182320,674354,אתר זעיר פנימי,28/10/2018,2019-12-11 00:00:00,2019-05-11 00:00:00,יש היתר,23.053,4.657,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0877A_20181028_0921.pdf,http://documents.sviva.gov.il/B002_1_WI0877A_20191112_1313.pdf,
5706,פי.אייץ`.איי. נטוורקס,WI0895B,הרצליה,הסדנאות 11 פ המנופים 2  החושלים 10  הרצליה פיתוח,עירית הרצליה,הרצליה,181896,674126,אתר זעיר פנימי,18/02/2019,26/11/2019,2019-06-11 00:00:00,יש היתר,32.338,6.458,מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0895B_20190218_1630.pdf,http://documents.sviva.gov.il/B002_1_WI0895B_20191126_1858.pdf,
5707,פי.אייץ`.איי. נטוורקס,WI0896B,תל אביביפו,קרית עתידים פארק תעשיית ההיטק,עירית תל אביביפו,תל אביב יפו,185340,669120,אתר זעיר פנימי,31/03/2014,16/01/2018,2019-03-01 00:00:00,אין היתר,32.714,5.614,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0896B_20140331_1236.pdf,http://documents.sviva.gov.il/B002_1_WI0896B_20180116_0914.pdf,
5708,פי.אייץ`.איי. נטוורקס,WI0899B,הרצליה,אבא אבן פינת נעמי שמר,עירית הרצליה,הרצליה,181895,674468,אתר זעיר פנימי,15/07/2018,24/10/2018,2019-02-09 00:00:00,יש היתר,17.571,3.482,מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0899B_20180715_1401.pdf,http://documents.sviva.gov.il/B002_1_WI0899B_20181024_0941.pdf,
5709,פי.אייץ`.איי. נטוורקס,WI0919A,כפר סבא,"השקמה 9 כ""ס",עירית כפר סבא,כפר סבא,194183,676035,מתקן גישה אלחוטי,2014-03-08 00:00:00,2016-11-05 00:00:00,13/01/2019,אין היתר,38.263,6.224,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI0919A_20140803_1026.pdf,http://documents.sviva.gov.il/B002_1_WI0919A_20120827_1603.pdf,
5710,פי.אייץ`.איי. נטוורקס,WI0923A,יקום,חברת הוט יקום,מ.א חוף השרון,יקום,185390,683450,אתר זעיר פנימי,2018-03-06 00:00:00,16/09/2018,20/08/2019,יש היתר,24.359,4.879,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0923A_20180603_0915.pdf,http://documents.sviva.gov.il/B002_1_WI0923A_20180916_0833.pdf,
5711,פי.אייץ`.איי. נטוורקס,WI0943A,רמת גן,בן גוריון 2,עירית רמת גן,רמת גן,183291,667021,אתר זעיר פנימי,18/09/2016,2016-07-12 00:00:00,2019-07-05 00:00:00,יש היתר,20.377,4.084,הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0943A_20160918_0830.pdf,http://documents.sviva.gov.il/B002_1_WI0943A_20161207_0822.pdf,8600113
