ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה בתוקף לשנה,היתר קרינה,עוצמת הקרינה,תוצאה מירבית ב% ביחס לסף הבריאות,תאור נקודה בה התקבלה תוצאה מירבית,קובץ הקמה,קובץ הפעלה,area
689,פי.אייץ`.איי. נטוורקס,WE3217D,רעננה,אחוזה 117,עירית רעננה,רעננה,188361,676344,מתקן גישה אלחוטי,20/03/2019,2018-01-02 00:00:00,2019-11-11 00:00:00,יש היתר,57.39,6.36,הסביבה. רמה זו צפויה בחלון חדר שינה דירה 21 באחוזה 17 במרחק 10.1 מטר,http://documents.sviva.gov.il/B001_1_WE3217D_20190320_0742.pdf,http://documents.sviva.gov.il/B002_1_WE3217D_20180201_1145.pdf,870034
690,פי.אייץ`.איי. נטוורקס,WE3231A,גני עם,מזרח גני עם,מ.א דרום השרון,הוד השרון,191734,672831,תורן קרקעי,16/06/2019,2019-05-08 00:00:00,2019-12-05 00:00:00,יש היתר,0.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,http://documents.sviva.gov.il/B001_1_WE3231A_20190616_1809.pdf,http://documents.sviva.gov.il/B002_1_WE3231A_20190805_1155.pdf,970011
691,פי.אייץ`.איי. נטוורקס,WE3233F,הוד השרון,הוד השרון ישורון,עירית הוד השרון,הוד השרון,190089,674063,מתקן גישה אלחוטי,2018-01-08 00:00:00,30/04/2019,2019-03-04 00:00:00,יש היתר,70.82,7.9,רמה זו צפויה במרפסת שכן צפוני במרחק 4.5 מטר,http://documents.sviva.gov.il/B001_1_WE3233F_20180801_0932.pdf,http://documents.sviva.gov.il/B002_1_WE3233F_20190430_1519.pdf,970021
692,פי.אייץ`.איי. נטוורקס,WE3236J,תל אביביפו,לוי אשכול,עירית תל אביביפו,תל אביב יפו,180522,669720,מתקן גישה אלחוטי,13/06/2016,2016-09-08 00:00:00,15/04/2019,יש היתר,14.74,1.84,במבנה מגורים דולצין 11  ק. 5 מרפסת במרחק 44 מטר,http://documents.sviva.gov.il/B001_1_WE3236J_20160811_1253.pdf,http://documents.sviva.gov.il/B002_1_WE3236J_20160809_1037.pdf,5000113
693,פי.אייץ`.איי. נטוורקס,WE3239D,תל אביביפו,פנחס רוזן 25,עירית תל אביביפו,תל אביב יפו,183740,668539,אנטנת עוקץ,21/02/2018,2018-03-06 00:00:00,15/04/2019,יש היתר,54.22,7.4,רמה זו צפויה בבחלון ק` עליונה במבנה ברח` קהילת אודסה 34 במרחק 34 מטר,http://documents.sviva.gov.il/B001_1_WE3239D_20180221_0833.pdf,http://documents.sviva.gov.il/B002_1_WE3239D_20180603_0940.pdf,5000215
694,פי.אייץ`.איי. נטוורקס,WE3243G,הרצליה,אדר 2,עירית הרצליה,הרצליה,185933,674957,תורן על הגג,30/01/2019,19/02/2019,2019-12-02 00:00:00,יש היתר,16.98,2.56,באלוף אלון יגאל 38 במרחק 83 מטר,http://documents.sviva.gov.il/B001_1_WE3243G_20190130_1343.pdf,http://documents.sviva.gov.il/B002_1_WE3243G_20190219_0808.pdf,640041
695,פי.אייץ`.איי. נטוורקס,WE3244K,גאליה,גאליה,מ.א גן רווה,גן רווה,179033,643926,תורן קרקעי,16/04/2019,2019-10-07 00:00:00,2019-04-04 00:00:00,יש היתר,0.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,http://documents.sviva.gov.il/B001_1_WE3244K_20190416_1653.pdf,http://documents.sviva.gov.il/B002_1_WE3244K_20190710_1122.pdf,
696,פי.אייץ`.איי. נטוורקס,WE3245F,תל אביביפו,דבורה הנביאה,עירית תל אביביפו,תל אביב יפו,184797,669547,מתקן גישה אלחוטי,2016-09-10 00:00:00,2018-11-03 00:00:00,2020-02-01 00:00:00,יש היתר,59.14,6.96,"רמה זו צפויה במבנה מגורים רח` אח""י דקר 23 קומה 8 במרחק 11 מטר",http://documents.sviva.gov.il/B001_1_WE3245F_20161009_1609.pdf,http://documents.sviva.gov.il/B002_1_WE3245F_20180311_0904.pdf,5000225
697,פי.אייץ`.איי. נטוורקס,WE3247A,תל אביביפו,הרוגי מלכות 7,עירית תל אביביפו,תל אביב יפו,184402,668587,תורן על הגג,2018-12-12 00:00:00,2019-04-04 00:00:00,2020-09-02 00:00:00,יש היתר,52.85,7.96,רמה זו צפויה ברח` נמירובר 1  מבנה מגורים עליית גג במרחק 39 מטר,http://documents.sviva.gov.il/B001_1_WE3247A_20181212_0944.pdf,http://documents.sviva.gov.il/B002_1_WE3247A_20190404_1000.pdf,5000233
698,פי.אייץ`.איי. נטוורקס,WE3250K,תל אביביפו,יגאל אלון 159,עירית תל אביביפו,תל אביב יפו,181050,665121,תורן על הגג,30/04/2019,24/06/2019,16/06/2019,יש היתר,45.35,6.89,ברח` יגאל אלון 166  מבנה מגורים מרפסת גג במרחק 57 מטר,http://documents.sviva.gov.il/B001_1_WE3250K_20190430_0912.pdf,http://documents.sviva.gov.il/B002_1_WE3250K_20190624_1037.pdf,
699,פי.אייץ`.איי. נטוורקס,WE3251D,רעננה,חטיבת אלכסנדרוני 29,עירית רעננה,רעננה,187265,676757,מתקן גישה אלחוטי,17/08/2017,23/11/2017,23/09/2019,יש היתר,61.51,7.01,בחזית מערבית אלכסנדרוני 29 ג במרחק 13 מטר,,http://documents.sviva.gov.il/B002_1_WE3251D_20171123_1328.pdf,870024
700,פי.אייץ`.איי. נטוורקס,WE3252A,הוד השרון,שטח פתוח דרום הוד השרון,עירית הוד השרון,הוד השרון,188874,671118,תורן קרקעי,2013-03-09 00:00:00,20/06/2017,2019-01-04 00:00:00,יש היתר,10.82,1.52,מפלס הקרקע,http://documents.sviva.gov.il/B001_1_WE3252A_20130903_1032.pdf,http://documents.sviva.gov.il/B002_1_WE3252A_20131013_1307.pdf,
701,פי.אייץ`.איי. נטוורקס,WE3255H,פתחתקווה,הברון הירש 22,עירית פתח תקווה,פתח תקווה,189116,666321,תורן על הגג,25/05/2014,19/11/2019,2019-06-11 00:00:00,יש היתר,39.04,4.84,מבנה,http://documents.sviva.gov.il/B001_1_WE3255H_20140525_1107.pdf,http://documents.sviva.gov.il/B002_1_WE3255H_20191119_1733.pdf,7900312
702,פי.אייץ`.איי. נטוורקס,WE3257C,תל אביביפו,קאונטרי דקל  שכ` בבלי,עירית תל אביביפו,תל אביב יפו,181545,667079,תורן קרקעי,2013-06-10 00:00:00,26/10/2016,2019-02-07 00:00:00,יש היתר,10.18,1.3,מבנה,http://documents.sviva.gov.il/B001_1_WE3257C_20131003_1142.pdf,http://documents.sviva.gov.il/B002_1_WE3257C_20161026_0837.pdf,5000411
703,פי.אייץ`.איי. נטוורקס,WE3258F,בני ברק,הלח י 23,עירית בני ברק,בני ברק,184451,667889,תורן על הגג,2015-10-06 00:00:00,2018-03-05 00:00:00,2020-02-02 00:00:00,יש היתר,9.42,1.3,בבניין תעשייתי רח` לחי 25  ק.4,http://documents.sviva.gov.il/B001_1_WE3258F_20150610_1019.pdf,http://documents.sviva.gov.il/B002_1_WE3258F_20180503_0926.pdf,
704,פי.אייץ`.איי. נטוורקס,WE3259F,רמת גן,קניון עופר מרום מרום נווה לנדאו 7 רמת גן,עירית רמת גן,רמת גן,183925,664327,מתקן גישה אלחוטי,29/07/2018,22/11/2018,2019-07-10 00:00:00,יש היתר,21.61,2.61,רמה זו צפויה במקומות ישיבה במרחק 30 מטר,http://documents.sviva.gov.il/B001_1_WE3259F_20180729_1005.pdf,http://documents.sviva.gov.il/B002_1_WE3259F_20181122_0835.pdf,8600312
705,פי.אייץ`.איי. נטוורקס,WE3260F,בני ברק,הרב רבינוב בני ברק,עירית בני ברק,בני ברק,185471,665682,מתקן גישה אלחוטי,13/06/2018,21/08/2018,2019-09-07 00:00:00,יש היתר,21.77,2.57,רמה זו צפויה בבית יעקב פריד  קומה 6 + מרפסת במרחק 27 מטר,http://documents.sviva.gov.il/B001_1_WE3260F_20180613_1834.pdf,http://documents.sviva.gov.il/B002_1_WE3260F_20180821_0908.pdf,6100413
706,פי.אייץ`.איי. נטוורקס,WE3261E,רמת גן,רח` אהרון קציר 1,עירית רמת גן,רמת גן,185940,661855,תורן על הגג,28/09/2017,2017-01-11 00:00:00,2019-08-08 00:00:00,יש היתר,29.37,3.89,רמה זו צפויה בבחלון קומה 3 במבנה שיקום במרחק 65 מטר,http://documents.sviva.gov.il/B001_1_WE3261E_20170129_1028.pdf,http://documents.sviva.gov.il/B002_1_WE3261E_20160919_0900.pdf,
707,פי.אייץ`.איי. נטוורקס,WE3263A,בת ים,בלפור 2,עירית בת ים,בת ים,175910,659979,אנטנת עוקץ,2018-03-06 00:00:00,15/11/2018,15/10/2019,יש היתר,35.2,4.13,רמה זו צפויה בבמבנה תעשיה ברח` בלפור 6 במרחק 54 מטר,http://documents.sviva.gov.il/B001_1_WE3263A_20180603_1016.pdf,http://documents.sviva.gov.il/B002_1_WE3263A_20181115_0846.pdf,6200111
708,פי.אייץ`.איי. נטוורקס,WE3268G,חולון,הלוחמים  תחנת הדלק,עירית חולון,חולון,178175,660293,תורן על הגג,2014-05-11 00:00:00,2019-12-09 00:00:00,2019-03-09 00:00:00,יש היתר,14.1,1.5,מבנה,http://documents.sviva.gov.il/B001_1_WE3268G_20141105_1114.pdf,http://documents.sviva.gov.il/B002_1_WE3268G_20190912_0946.pdf,6600626
709,פי.אייץ`.איי. נטוורקס,WE3270D,חולון,דוד אלעזר פ` מפרץ שלמה,עירית חולון,חולון,179445,656685,תורן קרקעי,24/01/2019,2019-01-04 00:00:00,26/03/2019,יש היתר,0.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,http://documents.sviva.gov.il/B001_1_WE3270D_20190124_1408.pdf,http://documents.sviva.gov.il/B002_1_WE3270D_20190401_1647.pdf,
710,פי.אייץ`.איי. נטוורקס,WE3271D,חולון,סוקולוב 84,עירית חולון,חולון,179197,658875,אנטנת עוקץ,2019-02-06 00:00:00,21/07/2019,2019-11-07 00:00:00,יש היתר,44.2,6.68,סוקולוב 88  מבנה  קומה 5 במרחק 24 מטר,http://documents.sviva.gov.il/B001_1_WE3271D_20190602_1054.pdf,http://documents.sviva.gov.il/B002_1_WE3271D_20190721_1435.pdf,6600332
711,פי.אייץ`.איי. נטוורקס,WE3272A,רעננה,רחוב התעשייה 7,עירית רעננה,רעננה,189037,678121,תורן קרקעי,28/11/2018,18/10/2017,2019-04-08 00:00:00,יש היתר,16.24,2.55,רמה זו צפויה בהמסגר 68 במרחק 117 מטר,http://documents.sviva.gov.il/B001_1_WE3272A_20181128_1031.pdf,http://documents.sviva.gov.il/B002_1_WE3272A_20150105_0943.pdf,
712,פי.אייץ`.איי. נטוורקס,WE3273C,הרצליה,סוקולוב 13,עירית הרצליה,הרצליה,185060,674934,מתקן גישה אלחוטי,20/11/2017,2017-05-12 00:00:00,23/09/2019,יש היתר,36.12,3.78,רמה זו צפויה בסוקולוב 11 במרחק 18 מטר,http://documents.sviva.gov.il/B001_1_WE3273C_20171120_1339.pdf,http://documents.sviva.gov.il/B002_1_WE3273C_20171205_0954.pdf,640042
713,פי.אייץ`.איי. נטוורקס,WE3274D,הרצליה,גולומב  4 הרצליה,עירית הרצליה,הרצליה,185379,675635,מתקן גישה אלחוטי,18/06/2018,2018-03-10 00:00:00,2019-07-08 00:00:00,יש היתר,60.92,6.72,רמה זו צפויה בגולומב 2 במרחק 13.5 מטר,http://documents.sviva.gov.il/B001_1_WE3274D_20180618_1359.pdf,http://documents.sviva.gov.il/B002_1_WE3274D_20181003_0908.pdf,640044
714,פי.אייץ`.איי. נטוורקס,WE3275A,בת ים,בן גוריון 95,עירית בת ים,בת ים,175481,658335,אנטנת עוקץ,2018-08-10 00:00:00,2019-09-01 00:00:00,2019-07-11 00:00:00,יש היתר,60.39,6.96,הסביבה. רמה זו צפויה במבנה מגורים רח` בן גוריון 97 מרפסת גג במרחק 11 מטר,http://documents.sviva.gov.il/B001_1_WE3275A_20181008_0904.pdf,http://documents.sviva.gov.il/B002_1_WE3275A_20190109_1004.pdf,6200213
715,פי.אייץ`.איי. נטוורקס,WE3277C,חולון,פרופסור שור 2,עירית חולון,חולון,180152,658437,תורן קרקעי,13/12/2017,2016-05-01 00:00:00,2019-04-08 00:00:00,יש היתר,26.88,3.55,"צפויה בבית ספר ""אורט""  קומה 3 במרחק  40 מטר",http://documents.sviva.gov.il/B001_1_WE3277C_20171213_1017.pdf,http://documents.sviva.gov.il/B002_1_WE3277C_20160105_1001.pdf,6600225
716,פי.אייץ`.איי. נטוורקס,WE3278D,חולון,המכתש 6,עירית חולון,חולון,180713,659235,אנטנת עוקץ,2018-11-11 00:00:00,2019-06-01 00:00:00,2019-07-11 00:00:00,יש היתר,19.79,3.42,רמה זו צפויה במרפסת במרחק 6 מטר,http://documents.sviva.gov.il/B001_1_WE3278D_20181111_0918.pdf,http://documents.sviva.gov.il/B002_1_WE3278D_20190106_1142.pdf,
717,פי.אייץ`.איי. נטוורקס,WE3281J,בת ים,דניאל 87,עירית בת ים,בת ים,176524,658348,מתקן גישה אלחוטי,18/02/2019,2019-05-05 00:00:00,2019-02-04 00:00:00,יש היתר,36.03,4.86,הסביבה. רמה זו צפויה במרפסת שכן במרחק 13 מטר,http://documents.sviva.gov.il/B001_1_WE3281J_20190218_1619.pdf,http://documents.sviva.gov.il/B002_1_WE3281J_20190505_0955.pdf,6200313
718,פי.אייץ`.איי. נטוורקס,WE3282A,בת ים,92  יוספטל,עירית בת ים,בת ים,177108,658107,תורן על הגג,21/11/2018,2019-09-01 00:00:00,2019-07-11 00:00:00,יש היתר,21.4,3.42,רמה זו צפויה ביוספטל 101  בניין מגורים  קומה במרחק 85 מטר,http://documents.sviva.gov.il/B001_1_WE3282A_20181121_1415.pdf,http://documents.sviva.gov.il/B002_1_WE3282A_20190109_1009.pdf,6200512
719,פי.אייץ`.איי. נטוורקס,WE3283E,חולון,קדושי קהיר,עירית חולון,חולון,177786,658273,מתקן גישה אלחוטי,22/08/2019,24/12/2019,17/12/2019,יש היתר,52.85,6.42,במבנה מגורים קדושי קהיר 29  ק.גג + מרפסת במרחק 30 מטר,http://documents.sviva.gov.il/B001_1_WE3283E_20190822_0930.pdf,http://documents.sviva.gov.il/B002_1_WE3283E_20191224_0801.pdf,6600612
720,פי.אייץ`.איי. נטוורקס,WE3286D,ראשון לציון,פרדס דרומית לבית עלמין גורדון,עירית ראשון לציון,ראשון לציון,183094,650180,תורן קרקעי,27/04/2014,16/03/2017,2019-04-12 00:00:00,יש היתר,3.92,0.76,מפלס הקרקע,http://documents.sviva.gov.il/B001_1_WE3286D_20140427_0914.pdf,http://documents.sviva.gov.il/B002_1_WE3286D_20170316_0701.pdf,8300214
721,פי.אייץ`.איי. נטוורקס,WE3288D,ראשון לציון,שד` יעקב פינת מורדי הגטאות,עירית ראשון לציון,ראשון לציון,183197,651342,אנטנה משתפלת,2018-09-04 00:00:00,17/10/2017,2019-05-08 00:00:00,יש היתר,64.9,7.37,רמה זו צפויה במרפסת פנטהאוז של מבנה מגורים ברחוב לוחמי הגטאות 49 במרחק 30 מטר,http://documents.sviva.gov.il/B001_1_WE3288D_20180409_1516.pdf,http://documents.sviva.gov.il/B002_1_WE3288D_20140218_0917.pdf,8300213
722,פי.אייץ`.איי. נטוורקס,WE3291C,ראשון לציון,רוטשילד 78,עירית ראשון לציון,ראשון לציון,180871,652440,אנטנת עוקץ,15/04/2015,30/10/2017,2019-06-08 00:00:00,יש היתר,67.82,8.32,מבנה,http://documents.sviva.gov.il/B001_1_WE3291C_20150415_0847.pdf,http://documents.sviva.gov.il/B002_1_WE3291C_20160105_1052.pdf,8300413
723,פי.אייץ`.איי. נטוורקס,WE3292A,ראשון לציון,צומת גן הורדים,עירית ראשון לציון,ראשון לציון,181042,651132,תורן קרקעי,23/04/2014,2019-09-12 00:00:00,27/11/2019,יש היתר,5.19,0.57,מפלס הקרקע,http://documents.sviva.gov.il/B001_1_WE3292A_20140423_1222.pdf,http://documents.sviva.gov.il/B002_1_WE3292A_20191209_1256.pdf,
724,פי.אייץ`.איי. נטוורקס,WE3294C,ראשון לציון,הרצל 30,עירית ראשון לציון,ראשון לציון,181578,652965,תורן על הגג,16/09/2018,2018-10-12 00:00:00,17/11/2019,יש היתר,29.7,4.56,רמה זו צפויה במוהליבר 33 במרחק 95 מטר,http://documents.sviva.gov.il/B001_1_WE3294C_20180916_0841.pdf,http://documents.sviva.gov.il/B002_1_WE3294C_20181210_1516.pdf,8300313
725,פי.אייץ`.איי. נטוורקס,WE3298B,ראשון לציון,איצטדיון ליד הסופרלנד,עירית ראשון לציון,ראשון לציון,176762,653459,תורן קרקעי,17/10/2018,2019-02-01 00:00:00,2019-06-11 00:00:00,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_1_WE3298B_20181017_1812.pdf,http://documents.sviva.gov.il/B002_1_WE3298B_20190102_1208.pdf,
726,פי.אייץ`.איי. נטוורקס,WE3299H,ראשון לציון,גבעתי 10,עירית ראשון לציון,ראשון לציון,182798,652654,מתקן גישה אלחוטי,23/12/2018,18/02/2019,2020-02-01 00:00:00,יש היתר,56.41,7.85,הסביבה. רמה זו צפויה במרפסת במרחק 9 מטר,http://documents.sviva.gov.il/B001_1_WE3299H_20181223_1737.pdf,http://documents.sviva.gov.il/B002_1_WE3299H_20190218_1538.pdf,8300123
727,פי.אייץ`.איי. נטוורקס,WE3301E,ראשון לציון,"סוף רח` חומה ומגדל  מערב ראשל""צ קרית גנים",עירית ראשון לציון,ראשון לציון,178471,651980,תורן קרקעי,23/04/2014,2019-06-01 00:00:00,2019-05-11 00:00:00,יש היתר,12.83,1.83,מפלס הקרקע,http://documents.sviva.gov.il/B001_1_WE3301E_20140423_1222.pdf,http://documents.sviva.gov.il/B002_1_WE3301E_20190106_0944.pdf,8300611
728,פי.אייץ`.איי. נטוורקס,WE3304B,ראשון לציון,מנחם בגין פינת ז`בוטינסקי,עירית ראשון לציון,ראשון לציון,180990,653250,תורן על הגג,2017-05-11 00:00:00,2018-01-02 00:00:00,17/11/2019,יש היתר,45.37,6.48,רמה זו צפויה במרפסת של המבנהREALTYמרחק 8.1 מטר ובכיוון EXECUTIVES,http://documents.sviva.gov.il/B001_1_WE3304B_20131126_1429.pdf,http://documents.sviva.gov.il/B002_1_WE3304B_20180201_1147.pdf,
729,פי.אייץ`.איי. נטוורקס,WE3306A,ראשון לציון,משה דיין,עירית ראשון לציון,ראשון לציון,179835,654053,תורן על הגג,2020-02-01 00:00:00,28/01/2018,18/11/2019,יש היתר,29.55,4.55,בארנון משה 5 במרחק 101 מטר,http://documents.sviva.gov.il/B001_1_WE3306A_20200102_1044.pdf,http://documents.sviva.gov.il/B002_1_WE3306A_20180128_0915.pdf,8300512
730,סלקום,850,ראש העין,רח` עמל 14 פארק תעשיה אפק,ראש העין,ראש העין,197176,668060,תורן על הגג,2011-10-01 00:00:00,24/06/2015,2019-12-08 00:00:00,יש היתר,34.4,4.5,העמל 15,http://documents.sviva.gov.il/B001_2_850_20190402_1214.pdf,http://documents.sviva.gov.il/B002_2_850_20150624_0844.pdf,
731,סלקום,851,תל אביב -יפו,"רכבת דרום - קרית שלום ת""א",תל אביב -יפו,מקווה ישראל,179959,661388,תורן קרקעי,22/12/2013,25/11/2019,18/11/2019,יש היתר,4.5,0.55,"מכללת אמי""ת",http://documents.sviva.gov.il/B001_2_851_20131222_1358.pdf,http://documents.sviva.gov.il/B002_2_851_20191125_1107.pdf,
732,סלקום,853,מגשימים,בריכת מים לוד 23 בין בארות יצחק למגשימים,חבל מודיעין,חבל מודיעין,191315,661610,תורן קרקעי,2010-04-11 00:00:00,21/03/2016,2019-06-09 00:00:00,יש היתר,0.26,0.03,"קרוואן משתלת ""צמד""",,http://documents.sviva.gov.il/B002_2_853_20160321_1026.pdf,
733,סלקום,854,גבעתיים,בזק דרך הגבורה 45,גבעתיים,גבעתיים,181913,663771,אנטנת עוקץ,29/10/2014,2020-05-02 00:00:00,2019-12-12 00:00:00,יש היתר,54.83,7.34,מבנה מגורים רחל 8 קומה עליונה,http://documents.sviva.gov.il/B001_2_854_20141029_1306.pdf,http://documents.sviva.gov.il/B002_2_854_20200205_1208.pdf,630023
734,סלקום,855,תל אביב -יפו,עליית הנוער 2 תל אביב,תל אביב -יפו,תל אביב יפו,181432,664991,אנטנת עוקץ,2014-01-01 00:00:00,2015-02-03 00:00:00,2020-02-01 00:00:00,יש היתר,23.92,3.74,קומה עליונה מתחת לאנטנות,http://documents.sviva.gov.il/B001_2_855_20140101_0858.pdf,http://documents.sviva.gov.il/B002_2_855_20150302_1124.pdf,5000911
735,סלקום,857,תל אביב -יפו,רח` בני אפרים 220 תל אביב,תל אביב -יפו,תל אביב יפו,183015,669405,תורן על הגג,19/05/2014,2019-12-12 00:00:00,21/11/2019,יש היתר,63.68,9.04,מרפסת בית אבות משען קומה 2,http://documents.sviva.gov.il/B001_2_857_20140519_0911.pdf,http://documents.sviva.gov.il/B002_2_857_20191212_1431.pdf,5000214
736,סלקום,860,כפר טרומן,בכניסה ליד המוסך,חבל מודיעין,חבל מודיעין,193225,654683,תורן קרקעי,14/04/2013,28/07/2015,2019-06-09 00:00:00,יש היתר,3.403,0.707,מבנה תעשייתי,http://documents.sviva.gov.il/B001_2_860_20150126_1449.pdf,http://documents.sviva.gov.il/B002_2_860_20150728_0748.pdf,
737,סלקום,862,תל אביב -יפו,קניון עזריאלי,תל אביב -יפו,תל אביב יפו,180459,664640,אתר זעיר פנימי,27/08/2015,29/01/2019,15/01/2019,אין היתר,30.081,5.771,רצפה,http://documents.sviva.gov.il/B001_2_862_20190124_1357.pdf,http://documents.sviva.gov.il/B002_2_862_20190129_0737.pdf,
738,סלקום,864,חולון,בזק - ליאון בלום פינת גולומב,חולון,חולון,178410,658264,תורן על הגג,2015-06-01 00:00:00,17/02/2020,2019-10-12 00:00:00,יש היתר,19.17,2.37,מבנה מגורים ברחוב ויצמן 51,http://documents.sviva.gov.il/B001_2_864_20150106_0843.pdf,http://documents.sviva.gov.il/B002_2_864_20200217_1445.pdf,6600335
739,סלקום,865,ברקת,ליד צומת רנטיס (מס` ישן 966),חבל מודיעין,חבל מודיעין,195060,658593,תורן קרקעי,2014-04-12 00:00:00,15/03/2018,2019-06-09 00:00:00,יש היתר,11.75,1.34,קרקע,http://documents.sviva.gov.il/B001_2_865_20141204_1007.pdf,http://documents.sviva.gov.il/B002_2_865_20180315_1520.pdf,
740,סלקום,866,תל אביב -יפו,מרכז הטניס רח` אדוארד קוץ`,תל אביב -יפו,תל אביב יפו,177214,660547,תורן קרקעי,26/12/2013,2020-02-02 00:00:00,2019-03-12 00:00:00,יש היתר,1.9,0.29,משרדי הספורטק,http://documents.sviva.gov.il/B001_2_866_20131226_0801.pdf,http://documents.sviva.gov.il/B002_2_866_20200202_1629.pdf,5000746
741,סלקום,867,גבעתיים,"רמב""ם 43 גבעתיים",גבעתיים,גבעתיים,181915,664215,תורן על הגג,15/03/2015,18/12/2016,2019-03-07 00:00:00,יש היתר,34.55,5.07,"רמב""ם 45",http://documents.sviva.gov.il/B001_2_867_20150315_0837.pdf,http://documents.sviva.gov.il/B002_2_867_20161218_1356.pdf,630022
742,סלקום,868,בני ברק,רח` שמשון הגיבור 7 בני-ברק,בני ברק,בני ברק,185117,665323,אנטנת עוקץ,2013-12-03 00:00:00,2018-11-03 00:00:00,2019-11-09 00:00:00,יש היתר,68.758,7.269,על הגג,http://documents.sviva.gov.il/B001_2_868_20130212_1025.pdf,http://documents.sviva.gov.il/B002_2_868_20180311_0825.pdf,
743,סלקום,869,תל אביב -יפו,"כרמיה 25 ת""א",תל אביב -יפו,תל אביב יפו,179507,664209,תורן על הגג,2014-10-06 00:00:00,20/06/2019,2019-06-06 00:00:00,יש היתר,48.25,8.51,ברחוב כרמיה 26,http://documents.sviva.gov.il/B001_2_869_20140610_1358.pdf,http://documents.sviva.gov.il/B002_2_869_20190620_1638.pdf,5000517
744,סלקום,872,אשדות יעקב  (מאוחד),קיבוץ אשדוד יעקב מאוחד,עמק הירדן,עמק הירדן,255088,730069,תורן קרקעי,20/06/2011,28/10/2015,2019-06-11 00:00:00,יש היתר,1.855,0.342,במפלס קרקע,http://documents.sviva.gov.il/B001_2_872_20190207_1533.pdf,http://documents.sviva.gov.il/B002_2_872_20151028_0907.pdf,
745,סלקום,873,מגדל,מע` לכביש 90 דרומית למגדל,מגדל,מגדל,248027,748712,תורן קרקעי,26/07/2006,25/10/2016,2019-04-02 00:00:00,יש היתר,1.162,0.262,במבנה חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_873_20190925_1059.pdf,http://documents.sviva.gov.il/B002_2_873_20161025_1011.pdf,
746,סלקום,877,דן,בשטח הפרדס,הגליל העליון,הגליל העליון,262025,793575,תורן קרקעי,15/06/2011,30/03/2016,29/10/2019,יש היתר,1.914,0.347,במפלס קרקע,http://documents.sviva.gov.il/B001_2_877_20190219_0804.pdf,http://documents.sviva.gov.il/B002_2_877_20160330_0932.pdf,
747,סלקום,878,עין זיוון,לולים במושב,גולן,גולן,274133,777679,תורן קרקעי,18/07/2007,30/05/2018,2019-03-02 00:00:00,יש היתר,2.403,0.252,קרקע,,http://documents.sviva.gov.il/B002_2_878_20180530_1354.pdf,
748,סלקום,880,תל קציר,חמת גדר סמוך לחנייה,עמק הירדן,עמק הירדן,262595,732291,תורן קרקעי,21/08/2007,2018-11-06 00:00:00,2020-09-02 00:00:00,יש היתר,9.664,1.022,קרקע,http://documents.sviva.gov.il/B001_2_880_20160712_1520.pdf,http://documents.sviva.gov.il/B002_2_880_20180611_0835.pdf,
749,סלקום,883,בית העמק,מטע בננות,מטה אשר,מטה אשר,214117,764668,תורן קרקעי,18/11/2013,28/06/2015,22/02/2019,יש היתר,2.694,0.424,בחממת בננות,http://documents.sviva.gov.il/B001_2_883_20131118_0752.pdf,http://documents.sviva.gov.il/B002_2_883_20150628_0755.pdf,
750,סלקום,885,שמרת,סילו בקיבוץ שומרת,מטה אשר,שמרת,209316,761693,תורן קרקעי,2011-07-09 00:00:00,2015-07-05 00:00:00,2019-04-10 00:00:00,יש היתר,5.71,1.053,במבנה חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_885_20190429_1505.pdf,http://documents.sviva.gov.il/B002_2_885_20150507_0814.pdf,
751,סלקום,888,גנות הדר,צומת השרון (בית ליד),עמק חפר,עמק חפר,191155,692308,תורן קרקעי,31/05/2011,19/04/2015,19/09/2019,יש היתר,3.951,0.898,קרקע,,http://documents.sviva.gov.il/B002_2_888_20150419_1037.pdf,
752,סלקום,890,כפר סבא,צומת כפר סבא מזרח,כפר סבא,כפר סבא,194759,676296,תורן קרקעי,2017-02-01 00:00:00,2019-03-11 00:00:00,2019-10-09 00:00:00,יש היתר,8.001,1.807,קרקע,http://documents.sviva.gov.il/B001_2_890_20170102_1106.pdf,http://documents.sviva.gov.il/B002_2_890_20191103_1452.pdf,690012
753,סלקום,891,ג`לג`וליה,צומת ג`לג`וליה,דרום השרון,דרום השרון,195760,674069,תורן קרקעי,16/08/2011,20/05/2015,2019-10-09 00:00:00,יש היתר,0.442,0.073,במיכל מים קרקע,http://documents.sviva.gov.il/B001_2_891_20170620_0739.pdf,http://documents.sviva.gov.il/B002_2_891_20150520_1056.pdf,
